DID,ShiftSeqNumber,Total_Income,Distance,Income_per_1Kdis,Rank
2120535,737,50079,10178407,4.920121587,5476
2120537,794,55223.5,11207808,4.927234656,4922
2120541,1260,75922.51,14881785,5.101707221,1579
2120544,1351,102746.5,19924387,5.156821136,312
2120548,1441,72803,13190868,5.519197069,1693
2120549,669,39236.5,7691288,5.101421244,6395
2120554,1436,72304.55,13926122,5.192008945,1562
2120558,1185,58121.11,10889572,5.337318124,3861
2120560,1174,61783.3,11449424,5.396192857,3532
2120562,1250,87083,16040077,5.429088651,943
2120567,369,27937.5,5575125,5.011098406,7359
2120568,1118,87200,16116479,5.410611089,1144
2120569,1019,92306,14758085,6.254605526,1410
2120571,250,19386,4121295,4.703861286,7854
2120572,1070,61127,11477438,5.32584014,3850
2120575,1094,90003.85,17900879,5.027901144,817
2120576,1264,129572,24673962,5.251365792,84
2120577,1030,59751.05,11088354,5.388631171,4157
2120578,928,55179.5,10617913,5.196831053,4760
2120583,876,63811.03,12641948,5.047563081,3915
2120587,829,54057,10639206,5.080924272,5019
2120590,309,15204.16,2929822,5.189448369,7989
2130004,931,115395.51,20020751,5.763795274,377
2130005,822,81546.5,13310787,6.126347,2879
2130007,927,114264,19140447,5.969766537,426
2130011,1141,61815.83,12273826,5.03639452,3388
2130012,1755,107529.9,21169911,5.079374212,148
2130013,1189,71724.5,14056382,5.102628827,2182
2130014,1140,69464.5,14046645,4.945273409,2428
2130016,1247,81590.28,16581648,4.920516947,1026
2130018,1132,45212,7606041,5.944222494,5405
2130019,1454,78144,14748760,5.298343725,1115
2130020,617,36897.5,7630532,4.835508193,6570
2130021,688,37901.55,7526796,5.035548991,6432
2130023,863,83131,13831996,6.010050899,2508
2130024,922,89068,14212720,6.266780743,1940
2130034,1135,76681,15574561,4.923477458,1667
2130035,1293,71030.61,13937285,5.096445255,1981
2130037,1032,45417.5,8127786,5.587930096,5485
2130039,1096,74240.5,14918550,4.976388456,2075
2130040,894,63574.59,12928329,4.917463811,3799
2130041,417,21497,3958458,5.430650016,7640
2130043,1198,63719.32,11975634,5.32074711,3207
2130045,943,38053,6864650,5.543327045,6120
2130046,368,46280,6641897,6.967888843,6771
2130050,1181,58811.5,10924045,5.383674271,3827
2130052,327,34587,5510846,6.27616885,7259
2130058,1139,64227.5,12577881,5.106384772,3179
2130060,1763,81963.01,14801193,5.537594841,583
2130062,1997,74516.5,12341610,6.037826507,762
2130070,235,12526.5,2366239,5.293843944,8144
2130080,947,65475,12761507,5.130663643,3591
2130083,1271,55702.5,9513749,5.854947403,4152
2130086,1336,65590.51,12020547,5.456532885,2671
2130090,855,43800.5,8290823,5.283009901,5836
2130093,1227,69228.5,12664255,5.466448678,2586
2130099,1635,83992.5,16006467,5.247410312,552
2130103,737,38523.5,7237447,5.322802364,6379
2130104,1340,67784.32,12385760,5.472762269,2432
2130106,990,69466.5,13910202,4.993924603,2911
2130108,728,55615,10585173,5.254047336,5181
2130119,1502,107900.5,20954396,5.149301369,207
2130127,752,40289,7868152,5.120516228,6192
2130143,1418,67495,11742410,5.747968262,2408
2130145,1154,81041.16,15973887,5.073352528,1335
2130150,1229,48056.43,8452370,5.685556832,4892
2130158,419,25063,4937136,5.076424875,7446
2130159,1442,83736,16067965,5.211363107,753
2130160,980,70955.52,13160973,5.391358223,3066
2130164,1140,70349.5,13710018,5.131247822,2469
2130169,983,60793.5,11606631,5.237824826,4084
2130173,1444,80668.5,14771905,5.460940887,1033
2130180,762,88526,14438119,6.131408115,2326
2130183,2101,118753,21773397,5.454041002,42
2130184,1386,75556.5,14494119,5.212907387,1383
2130185,1723,96012.5,18850528,5.093358658,266
2130190,1010,54765,10514499,5.208522061,4615
2130194,393,21618,4214105,5.129914893,7633
2130204,1090,78569.51,15757177,4.986268162,1644
2130220,1322,88301,16670348,5.296890023,715
2130221,1266,91487,18296510,5.000243216,541
2130222,639,32286.94,6148233,5.251417765,6846
2130224,1068,69406,13650787,5.0843955,2763
2130225,1172,80463.5,15604178,5.156535641,1399
2130232,999,63255,12620111,5.012238006,3609
2130234,1281,89127.5,17513144,5.089177591,649
2130235,403,19270,3631247,5.306716949,7738
2130236,344,21495.13,4402657,4.88230857,7667
2130237,346,24075,4808165,5.007107701,7557
2130238,942,96996.5,16753371,5.789670628,994
2130245,1027,51548.5,10122975,5.092228322,4815
2130247,1288,74961.55,14092777,5.319146823,1748
2130249,1110,50990.16,9021806,5.651879457,4902
2130251,894,72066.51,14802598,4.868504164,2778
2130252,1011,62221.5,12258358,5.075842947,3733
2130255,936,56530.5,10878495,5.196536837,4619
2130256,1198,81607.96,16333897,4.996233293,1161
2130258,1551,75214.65,13617676,5.523310292,1251
2130260,736,86238.1,14059229,6.133913887,2621
2130261,402,58567.5,13000513,4.505014533,5231
2130262,1157,76904.5,14445540,5.323753906,1890
2130266,1084,65926.5,12628353,5.220514504,3223
2130272,827,44057,8210591,5.365874393,5878
2130280,1372,73786.5,14486993,5.093292997,1512
2130290,924,75711,12942680,5.849715824,3024
2130291,502,65021.5,10358413,6.277168134,5319
2130302,584,33921.5,6470369,5.242591265,6833
2130311,1439,61511.5,10732480,5.731340753,2986
2130313,798,45966,9244645,4.972175784,5688
2130316,1349,64463,11377058,5.666051804,2896
2130318,328,44334.51,10918602,4.060456641,6267
2130320,1310,79615.1,15252129,5.219933558,1233
2130322,686,37594.5,7541608,4.984944855,6444
2130334,1275,77039,14990578,5.139161412,1475
2130336,1573,92341.01,18188092,5.077003679,376
2130339,1316,96314.5,18644713,5.165780777,434
2130343,736,41000.36,7851323,5.22209569,6200
2130360,1209,75025.5,14409067,5.206825674,1860
2130369,831,49337.77,9678206,5.097821848,5429
2130371,479,66646.48,10325837,6.454341667,5306
2130372,1386,81027.34,15423567,5.25347606,1002
2130376,563,43864.01,8399634,5.222133488,6313
2130377,1555,91342.53,17360557,5.261497658,429
2130378,955,67244.16,13287451,5.060726847,3321
2130381,945,56371.01,11159684,5.051308801,4541
2130382,1520,90599,17434011,5.19668136,454
2130386,117,7450.07,1509011,4.937054799,8360
2130388,1147,56031,9891632,5.66448489,4367
2130408,854,40210.5,7196089,5.587826943,6140
2130410,730,92982.6,15611037,5.956209059,1868
2130420,545,70600,13731057,5.141628937,4166
2130431,420,22424.5,4322239,5.188167522,7565
2130432,1085,82403.6,16429898,5.015466316,1324
2130434,802,44947.01,8819615,5.096255335,5799
2130435,2160,113424.5,20723634,5.473195483,57
2130446,990,50901,9389949,5.420796215,5081
2130447,1628,70450.5,11649350,6.047590638,1729
2130451,1515,70135.5,12579139,5.575540584,1797
2130457,781,46713,8811768,5.301206296,5767
2130459,1345,68978.5,12961721,5.321708437,2203
2130460,599,33180.5,6279266,5.284136713,6859
2130471,1332,74806.13,13697867,5.461151725,1743
2130472,1554,89084.5,17119083,5.203812611,467
2130476,1225,82662,14902389,5.54689587,1343
2130477,949,50325.5,9075261,5.545350156,5264
2130478,132,7833.5,1528386,5.125341373,8344
2130488,889,56679.53,11114389,5.099653251,4663
2130491,775,43297,8113421,5.336466578,6007
2130492,777,47305.5,8964907,5.276741856,5727
2130493,1356,85309.99,16519400,5.164230541,770
2130494,629,37184,7012576,5.302473727,6622
2130495,1093,100836,17337748,5.815980253,621
2130499,611,36210.5,7196411,5.031744296,6646
2130511,243,20671,3904749,5.293810178,7857
2130517,822,39796,7098751,5.606056615,6236
2130518,897,90113.51,15153494,5.946714995,1699
2130519,388,26881,5452576,4.929963379,7377
2130520,873,42926.51,8279796,5.184488845,5840
2130522,459,25015,4788072,5.224441069,7411
2130523,916,56034,10677168,5.248020823,4741
2130528,453,17947.61,3247454,5.526671048,7762
2130530,619,57351,9581307,5.985717815,5541
2130532,1071,58162.5,10937602,5.317664695,4178
2130538,1323,76948,14748129,5.217475383,1413
2130540,611,30988.65,5760772,5.379252989,6962
2130542,1093,83140.5,16070205,5.173580549,1351
2130543,1442,79115.5,14396882,5.495321834,1164
2130552,859,79659,13914160,5.725031191,2694
2130553,1733,93533,16807507,5.564953803,354
2130554,810,78771.5,15883760,4.959247684,2321
2130563,647,53253,8958701,5.944276966,5753
2130565,1068,55612,10357272,5.369367532,4470
2130566,229,12524.5,2287806,5.474458936,8154
2130569,1098,66380.02,12766550,5.199526889,3102
2130570,1049,59375.5,11356268,5.2284342,4049
2130575,833,81410.43,13042707,6.24183538,2937
2130576,1228,58101,10956733,5.302766801,3720
2130588,1239,60828.5,11075965,5.49193682,3508
2130592,1232,62836,11611009,5.411760511,3274
2130604,542,38566.5,7798523,4.945359525,6599
2130606,1139,56610,11172048,5.067110345,4003
2130611,1270,74978.5,14183585,5.28628693,1768
2130613,584,27788.5,4877064,5.69779277,7192
2130622,1457,60791.5,10144339,5.992652651,3164
2130624,1094,79832.5,16128096,4.949902332,1496
2130625,473,28968.5,5604059,5.169199682,7214
2130635,1019,61975.03,12101591,5.121229928,3769
2130641,636,44849.5,9027707,4.967983564,6037
2130661,1284,57111.5,10232278,5.581503943,3828
2130663,1131,86872.5,16109930,5.392481532,1139
2130666,1240,84668,16134533,5.247626318,1006
2130668,442,24775,4687561,5.285264554,7453
2130672,2,53,7666,6.913644665,8647
2130675,1230,69709.52,13129466,5.309394914,2421
2130678,598,40050,7940127,5.043999926,6440
2130680,1271,83945,16785284,5.001106922,890
2130681,1053,76584,14339182,5.340890436,2207
2130682,92,5034.5,982851,5.122343061,8436
2130687,1082,80346.5,15465250,5.195292672,1650
2130688,954,82875.5,15055233,5.504763692,1955
2130690,1263,77168.03,15087154,5.114816883,1473
2130691,1297,92127.25,17275922,5.33269657,598
2130693,1149,62123,11862532,5.23690895,3473
2130696,930,52485.5,10204513,5.14336157,4960
2130698,362,20819,3830182,5.435511942,7726
2130702,1474,69276,12651010,5.475926428,1934
2130705,1799,75863.5,12913291,5.874838567,920
2130710,1044,60024,11599947,5.174506401,3952
2130711,492,24957,4844662,5.15144297,7373
2130715,108,4743.35,782069,6.065129803,8439
2130716,1171,64680.44,12367147,5.23002112,3108
2130718,1375,67578.5,12643350,5.344983727,2274
2130719,860,49402.5,9803320,5.039364215,5335
2130721,1091,65007.74,12694061,5.121114512,3239
2130723,255,15421.24,3016875,5.111660244,8014
2130724,632,81099,11856931,6.839796909,3858
2130727,403,49963.55,8311344,6.011488635,6376
2130731,1071,70796.5,14470570,4.892447222,2427
2130735,1662,86521.5,16931530,5.110081605,446
2130738,927,82895.5,14064292,5.894040027,2277
2130739,836,50171,9690283,5.17745457,5376
2130746,365,22604,4657026,4.853741422,7586
2130749,711,57773.5,11834695,4.881705866,4857
2130753,764,37102,6771138,5.479433442,6459
2130757,1167,67425,13148480,5.127969164,2732
2130762,772,66545.5,11390809,5.842034574,4416
2130776,934,74422.75,15325833,4.856032948,2360
2130786,905,38191.55,7312838,5.222534671,6097
2130793,1179,78889,15684013,5.029898917,1443
2130795,1162,62192.5,12223185,5.088076471,3323
2130798,725,40441.52,8023399,5.040447322,6216
2130802,90,5108.5,1026964,4.974371059,8432
2130803,765,48771,9748372,5.002989217,5556
2130806,1269,62216.5,10855606,5.731278383,3407
2130807,1067,59928.5,11484587,5.218167619,3927
2130814,1240,94667.68,18545094,5.104729046,506
2130816,468,29005,5664992,5.120042535,7210
2130817,875,63113.51,13307116,4.742839095,3768
2130822,1320,67251.55,12700008,5.295394302,2429
2130827,1113,76866.5,15390952,4.994265462,1763
2130834,772,56495.5,11956842,4.724951622,4750
2130836,790,53532.5,10437767,5.128731078,5168
2130837,330,16688,3163247,5.275591821,7924
2130841,797,48661.5,9326244,5.217695355,5586
2130843,264,14584,2822145,5.167700455,8038
2130846,571,34720.5,6717167,5.168920171,6801
2130854,1096,103321.09,19381157,5.331007328,436
2130855,903,75686.51,15886562,4.764184346,2237
2130879,195,29279.5,4918566,5.952852925,7595
2130880,1075,69178.23,13642920,5.07063224,2756
2130884,385,37210.75,6784033,5.485048495,6959
2130886,534,63611.08,10591611,6.005798362,5260
2130888,418,22788,4336080,5.255438092,7558
2130889,506,25886.5,4816552,5.374487808,7340
2130891,1474,79226.5,15293295,5.18047288,952
2130894,963,68293.5,12748067,5.357165129,3392
2130896,1187,89630.51,17257707,5.193651161,782
2130900,424,18395,3167150,5.808060875,7791
2130901,957,82542,14853885,5.556930056,2020
2130902,1037,92370.5,16033692,5.761024972,1126
2130904,1190,47140.5,8148418,5.785233404,5080
2130905,772,38908.5,7227120,5.383679806,6322
2130906,620,89023.51,14342835,6.206828009,2724
2130911,755,42795.11,8094696,5.286808794,6059
2130912,1057,63766.1,12257758,5.202101396,3518
2130913,1811,95598.5,17841680,5.358155734,271
2130915,1070,62105.36,11942479,5.200374227,3662
2130930,965,53254.5,9971155,5.340855698,4910
2130931,1383,71970.05,13533928,5.317750323,1793
2130952,1133,67564.5,12938759,5.221868651,2888
2130953,1270,77574.01,15023704,5.163441053,1450
2130955,1470,55830,8889199,6.280655884,3755
2130959,1008,45840,7769536,5.899966227,5591
2130965,1376,86870.5,16928854,5.131505062,660
2130967,1106,78512,15560578,5.045570929,1656
2130969,2054,94961.27,17524447,5.418788393,215
2130976,1096,51695,9368239,5.518112849,4827
2130983,94,11327.5,1695212,6.682055106,8300
2130984,1107,77518,15430227,5.023775736,1725
2130985,1010,58205.5,11160216,5.215445651,4273
2130988,622,39356,7857915,5.00845326,6438
2130991,1035,56213.83,11127878,5.051621702,4322
2130997,851,39993.87,7492458,5.337883776,6096
2131000,1244,58133.55,10662163,5.452322385,3759
2131003,336,17583.5,3242632,5.422601146,7892
2131004,1408,58227,10132921,5.746319349,3446
2131006,1284,72340.61,13690723,5.283914516,1997
2131013,906,40474.5,7587174,5.334594936,5966
2131016,9,485,90583,5.354205535,8628
2131018,603,75330,12512201,6.020523487,4085
2131019,363,48981,7304286,6.705788903,6625
2131020,1306,95078.02,17956586,5.294882891,500
2131021,768,57963,10971750,5.282931164,4912
2131023,414,21907.51,3942190,5.557192829,7632
2131025,453,35050.5,7423265,4.721709383,6849
2131030,477,27650,5160084,5.358439901,7287
2131031,803,47456.5,9175966,5.171826051,5644
2131032,342,33844.43,7163795,4.724371649,7064
2131034,1042,72396.32,14230796,5.087299403,2485
2131038,880,67031.64,13653082,4.909634323,3444
2131040,107,10004,1867942,5.355626674,8298
2131041,542,45191,9437041,4.788683232,6122
2131044,768,77087.5,13317370,5.788492773,3298
2131050,1032,75365,14343108,5.254439972,2327
2131051,940,81024,17051220,4.751800751,1577
2131052,386,22283.5,4386904,5.079550407,7601
2131053,1211,69071.55,13490573,5.119986379,2404
2131054,1187,75423.13,14755419,5.111554609,1801
2131058,346,27278.5,6031600,4.522597652,7346
2131061,1200,67130.5,12597088,5.329049063,2818
2131062,87,4692.01,857643,5.470819444,8454
2131065,756,35922.05,6672509,5.383589591,6537
2131068,21,1350.5,280437,4.815698356,8582
2131070,1499,71139.5,13371471,5.320244871,1601
2131072,903,72503.01,15047091,4.818407093,2636
2131073,1057,52257.6,9894141,5.281671244,4765
2131074,1027,68669,14099304,4.870382254,2791
2131075,648,77050.03,12175085,6.328500376,3954
2131077,894,40972,7085045,5.782884936,6055
2131084,920,57192.01,11079649,5.161897277,4575
2131086,503,28194,5499615,5.126540676,7208
2131090,400,36947,5958538,6.200682114,7065
2131093,1109,60890,11330250,5.374109133,3797
2131095,925,73825.53,15433997,4.783305971,2392
2131096,1256,82921.5,15324840,5.410921093,1199
2131099,1306,64058.53,11452824,5.593251935,3020
2131102,1172,53555.16,9392821,5.701711978,4556
2131107,1112,77666.52,15373364,5.052018543,1719
2131115,409,35228,7822952,4.503159421,6851
2131116,1005,53101.1,9460620,5.61285624,4946
2131117,1176,72157,14211130,5.077499115,2153
2131120,1221,73767.5,14179127,5.202541736,1960
2131122,1147,70358.5,13699848,5.135713914,2453
2131123,1234,74913.52,14943663,5.013062728,1665
2131124,1891,127882,25393769,5.035959806,19
2131133,1170,93339,18319491,5.095065141,593
2131134,1432,66067.5,11743738,5.625764131,2451
2131137,1355,70480,13275553,5.309006713,2026
2131138,1462,69776,12718930,5.48599607,1923
2131140,341,18345,3330235,5.508620263,7862
2131142,507,29386.5,5736056,5.12311944,7146
2131145,1383,55289.5,9410071,5.87556672,3876
2131146,694,42624,8850407,4.816049703,6039
2131148,1222,58489,10720895,5.455607951,3783
2131151,1031,85681,17990687,4.76251963,1008
2131163,810,65994,13373910,4.934532983,3771
2131165,956,98424,16008468,6.148246041,1058
2131172,1098,57101.53,10748763,5.312381527,4209
2131176,1101,63622.51,12155110,5.234219188,3438
2131177,247,14009.5,2609163,5.369346415,8092
2131178,216,13868,2754164,5.035284754,8105
2131179,429,25110.5,4917310,5.10655216,7435
2131182,1414,82716,15572848,5.311552518,895
2131187,704,44435,8915109,4.98423519,5956
2131190,1371,104312,18392703,5.671379568,352
2131192,1133,62310.55,11791689,5.284276917,3517
2131193,1235,63995.5,11584238,5.52435991,3202
2131195,844,54509.55,10882823,5.008769324,4915
2131199,203,11537,2290397,5.037118019,8194
2131200,738,56452.5,11638913,4.850324081,4900
2131212,479,44446.5,9752642,4.557380451,6195
2131214,745,80317.02,16224254,4.950429154,2320
2131215,819,54032.5,10836479,4.986167555,4997
2131216,292,26821.5,5665732,4.733986712,7475
2131223,1066,70549.51,14436659,4.88683081,2461
2131225,734,51674,10705984,4.826646481,5315
2131241,1073,88363.5,15670023,5.639015335,1269
2131245,751,55463.5,10856172,5.10893711,5082
2131246,825,32578.5,5661772,5.754117262,6657
2131247,1568,81030.5,15373316,5.270853731,752
2131250,469,34047.03,7084218,4.806039283,6898
2131253,576,45002,9257528,4.861124914,6093
2131254,633,36501.07,7312603,4.991529008,6595
2131255,504,57581,8442343,6.820499949,5933
2131263,1241,69533,13292502,5.230994135,2353
2131264,1406,90057,17473010,5.154063324,526
2131265,1295,72547.19,13521808,5.365198944,2005
2131267,1852,85151.11,14994558,5.678800936,463
2131270,457,23552,4310636,5.463694916,7505
2131271,1383,95309.18,18888309,5.045935028,405
2131279,1765,80968.52,14351347,5.641875986,645
2131285,951,47804.5,9449932,5.05871365,5288
2131291,1286,106998.05,19338073,5.533025447,322
2131299,1818,75291.03,13073756,5.758944101,889
2131300,1266,71193.03,14012028,5.080851252,2029
2131302,2205,105470.88,18939573,5.568809814,105
2131304,1150,56473.5,10236249,5.517011163,4243
2131306,226,10478,1849081,5.666598705,8226
2131309,966,74154.5,13932864,5.322272578,2696
2131310,965,84292,18322471,4.600471192,1124
2131311,851,98058.51,16042731,6.112332744,1259
2131312,878,72141.52,14877146,4.849150502,2794
2131316,1370,89326.5,17226992,5.185263916,586
2131317,1388,84324.5,15818938,5.330604368,851
2131325,1086,94903.61,17312332,5.481850163,771
2131328,884,72093.5,14120776,5.10549137,3000
2131331,676,40830.5,8083712,5.050959262,6279
2131334,1030,55713.5,10531278,5.290288605,4518
2131335,863,78878.51,13221580,5.965891369,2941
2131336,1108,47542.5,8220789,5.783204021,5215
2131337,1350,81451,15230312,5.347953476,1100
2131339,1512,95572.52,18253940,5.235720069,369
2131342,2265,108036,19070516,5.665080064,82
2131345,1206,87906.5,16642637,5.28200549,892
2131346,486,40007.05,7021188,5.698045687,6739
2131350,1263,58615.5,10447168,5.610659271,3743
2131353,1369,59484.57,10253121,5.801606165,3454
2131359,232,11298.13,2143955,5.269760793,8187
2131366,1235,68378.55,13110796,5.215438483,2484
2131367,258,24041.5,4399445,5.464666566,7711
2131368,2081,110888,20450292,5.422318664,80
2131371,1984,92222.5,16842098,5.475713299,270
2131376,1175,46635.05,8143488,5.726667737,5144
2131377,1148,56689.5,10580599,5.357872461,4139
2131382,604,48265.5,9635816,5.008968623,5873
2131391,1293,71779.6,13636162,5.263915169,2024
2131393,805,39115.38,7185133,5.443932631,6270
2131396,503,29190,5529129,5.279312528,7180
2131398,846,35871.5,6706350,5.348885758,6374
2131399,1089,63533.59,12626607,5.031723091,3339
2131417,240,11257.5,1977611,5.692474405,8191
2131418,817,93063,15506006,6.001738939,1669
2131420,1273,67555.5,12296844,5.493726683,2658
2131425,583,53444,11116981,4.807420288,5466
2131428,412,18212.5,3287965,5.539140471,7795
2131430,268,15849,2998863,5.285003016,8002
2131432,831,46281.5,8680199,5.331847807,5721
2131433,300,15804.5,3070560,5.147106717,7975
2131439,1027,54406.5,10024230,5.42749917,4716
2131449,2267,96227.51,16945345,5.678698781,175
2131450,1802,97731.05,18123076,5.392630368,257
2131456,867,81984.02,13677941,5.993886068,2598
2131457,1109,81915,16358231,5.007570806,1307
2131459,411,30043,6134838,4.897113828,7196
2131460,795,39714.5,7370514,5.388294493,6238
2131461,776,44431.05,8358803,5.31547998,5929
2131471,1247,71505.51,13699731,5.219482777,2139
2131472,1045,53980,9738477,5.542961184,4753
2131473,1514,89429.5,17171484,5.208023954,490
2131475,1480,67582.5,11987708,5.637649833,2183
2131484,1017,51827.5,9709767,5.337666702,4913
2131485,73,3602.5,669326,5.382280085,8483
2131489,1051,94193.03,16903717,5.572326489,897
2131494,423,19149.5,3352501,5.712004262,7752
2131495,756,72199.15,12239602,5.898815174,3893
2131498,666,47024.01,9781904,4.807245093,5793
2131500,1095,47066.18,8444008,5.573914662,5217
2131501,1468,72470.51,13461109,5.383695355,1589
2131503,1305,97976.21,18729317,5.231168334,416
2131513,328,42465.03,6727755,6.311916828,6906
2131515,520,66201.5,10264122,6.44979668,5247
2140004,950,58703,11089896,5.293376962,4431
2140008,793,62540,12322932,5.075090896,4314
2140009,873,35803.5,6159812,5.812433886,6423
2140017,1237,71887.5,13810946,5.205110497,2122
2140020,980,94735.02,15931021,5.946575552,1159
2140023,170,7820,1407583,5.555622652,8321
2140025,1199,82053,16502731,4.972086135,1116
2140027,1666,86756,16239222,5.342374161,486
2140028,1667,82104,15416743,5.325638496,611
2140032,242,14420.5,2927833,4.925315071,8062
2140033,1071,72431,12995454,5.573564417,2773
2140039,427,26378.5,5042163,5.231584144,7391
2140041,1064,80048.5,15564280,5.143090461,1683
2140042,1493,96100.22,18567852,5.175623976,357
2140049,1346,70509,13525997,5.212850483,1980
2140052,805,37051.5,6960513,5.32309903,6366
2140057,764,52595.01,10640912,4.942716376,5216
2140059,274,26787.62,4088006,6.552735001,7664
2140062,996,62495.5,11806328,5.293390121,3880
2140064,1032,96951.05,16666850,5.816999013,878
2140074,1037,57827.09,11475715,5.039083839,4133
2140075,482,24903.01,4606032,5.406608117,7407
2140076,1056,61044.5,11623065,5.252013991,3851
2140078,1454,69286.5,12466895,5.557638851,2042
2140079,960,61432,11671397,5.26346589,4092
2140082,286,27827.5,5998038,4.639433762,7406
2140086,1040,62585.01,11667193,5.364187427,3805
2140093,492,30075.5,5787856,5.196311035,7135
2140094,32,1351,249110,5.423306973,8570
2140095,743,102549.33,16576851,6.186297385,1196
2140099,830,92649,15539627,5.962112218,1653
2140102,313,17725.5,3484363,5.087156533,7888
2140106,1658,95216.03,18364528,5.184779592,311
2140110,977,60222.5,11869736,5.073617476,4062
2140111,1348,59457.63,11471745,5.18296301,3173
2140112,1579,76034.51,13808964,5.506170485,1138
2140114,1524,66873,11810403,5.662211527,2151
2140117,1570,93502.81,18586111,5.030789389,347
2140121,785,58600.5,11651734,5.029337264,4697
2140131,647,79130.39,13221805,5.984840194,3551
2140134,1944,112390.11,20672116,5.436797568,98
2140135,1091,62699,12350959,5.07644791,3464
2140136,1390,90135.01,17289744,5.213206743,548
2140138,1229,52385,8936796,5.861720464,4586
2140141,2169,116342,21753645,5.348161193,40
2140153,876,44637,8766660,5.091676876,5683
2140154,1210,88192.5,17164108,5.138193025,808
2140155,867,72757.01,15044229,4.836207293,2739
2140172,445,18147,3348032,5.42019909,7750
2140182,762,74712.5,12793712,5.839782856,3585
2140193,1231,78919.5,14251337,5.537690955,1654
2140198,636,30031,5537829,5.422883227,6988
2140201,1004,72904.5,14586889,4.997947129,2462
2140202,1039,57795.72,10772957,5.364889139,4323
2140207,1302,71292.5,13400557,5.320114679,2087
2140213,866,42189.5,8257547,5.109204949,5867
2140214,1431,72737,12958162,5.613218912,1784
2140224,1197,90359.1,18079984,4.997742255,651
2140225,1718,92429.5,18085616,5.110663635,320
2140230,290,15567.5,2808897,5.542211053,8004
2140231,1162,57247.53,10312295,5.551385991,4146
2140236,1065,67743.5,12290271,5.511961453,3277
2140240,1008,73672.61,14688024,5.015828542,2380
2140241,989,59166,11474372,5.156360627,4197
2140244,1191,84235.5,15945327,5.282770306,1148
2140246,562,28688.5,5300100,5.4128224,7147
2140249,1101,71350.03,14009430,5.093000215,2442
2140250,1408,65824.5,11971867,5.498265225,2463
2140254,1129,42949,6647228,6.461189536,5671
2140257,780,63947,11126546,5.74724627,4579
2140258,1083,66026.19,12711847,5.194067392,3191
2140266,1198,63481,11826751,5.367577283,3273
2140271,1340,60445.6,10745584,5.625157274,3340
2140275,1353,55434.5,8996729,6.161628298,4080
2140276,478,21016.98,3805618,5.522619454,7589
2140279,1316,72825.5,13900727,5.238970595,1828
2140288,947,54626.19,10439638,5.232575114,4782
2140291,899,41929,7673633,5.464035093,5913
2140292,910,64043.01,12561817,5.098228226,3835
2140299,1060,78943.62,15336803,5.147332205,1799
2140303,1164,65097.2,12243688,5.316796704,3147
2140305,1101,57163,10694882,5.344893006,4210
2140306,1598,84714.5,15771177,5.371476079,594
2140307,1150,59407.5,11131201,5.337025178,3821
2140309,1103,67480.5,13178355,5.120555638,2914
2140315,1022,55858.01,10288535,5.429150992,4590
2140320,1058,70101.6,13325011,5.260903725,2847
2140321,533,36816.5,7229663,5.092422704,6730
2140331,433,24657,5075042,4.858481959,7419
2140338,284,23133,3668996,6.304994609,7788
2140339,703,76773.51,12177832,6.304365999,3816
2140340,755,83209,14106985,5.898425496,2738
2140344,677,37485.5,7256960,5.165454956,6514
2140345,962,48784,9071402,5.377779532,5304
2140347,988,48554,8655198,5.609808118,5342
2140348,1266,70706,13050180,5.41800956,2288
2140353,1497,77946.5,14658974,5.317323027,1060
2140358,908,64657,12562233,5.146935262,3809
2140362,41,2222.44,425475,5.223432634,8532
2140368,1187,63235.47,11923339,5.30350349,3287
2140369,1522,79117,14681759,5.388795716,974
2140370,1216,79632.5,14795034,5.382380331,1537
2140371,1199,83862,16015146,5.236418076,1140
2140376,1482,73542.51,13702346,5.367147348,1459
2140377,841,46145.5,8524684,5.413162529,5733
2140380,1125,58709.17,11263250,5.212453777,3883
2140381,1114,49327,8511275,5.795488925,5074
2140382,982,58507.2,11296963,5.179020238,4301
2140390,1486,75128.5,14198316,5.291366948,1263
2140397,230,14490,3017800,4.801511035,8066
2140399,999,61059,11988740,5.093028959,3905
2140400,503,49393.5,10119157,4.881187237,5922
2140406,1047,60471.5,11467995,5.273066478,3958
2140410,1177,69054.72,13191498,5.234789862,2589
2140413,1098,73305,14394214,5.092671264,2245
2140419,603,29947.01,5413623,5.531787123,7054
2140421,1387,84560.53,16244053,5.205630023,787
2140423,1621,78567.02,14361165,5.470797112,893
2140424,827,45910,8628814,5.32054579,5752
2140425,1544,75916.5,13984027,5.428801017,1171
2140426,1012,95465.5,17334529,5.507245106,856
2140427,360,17130.28,3104281,5.518276213,7890
2140432,296,37624.5,8010621,4.696826875,6907
2140438,2253,104911.5,18888447,5.554268172,101
2140439,1561,82345.5,15617597,5.27261012,696
2140441,1756,80531.37,14414522,5.586822095,659
2140443,1029,58089.75,10792743,5.38229716,4332
2140448,626,34621.5,6708957,5.160489179,6736
2140453,1142,66392.02,12869090,5.159029893,2953
2140454,1349,91462,16602432,5.508951941,624
2140457,2196,119874.5,22443881,5.341077151,31
2140469,1274,91613.55,17618815,5.199756624,596
2140470,1158,52439.5,9675456,5.419847912,4571
2140471,117,6755.03,1251354,5.398176695,8382
2140474,1234,79097,15076617,5.246336098,1453
2140477,1028,71860.56,13720479,5.237467293,2712
2140478,1273,83335,14835246,5.617365563,1243
